state_name,Hour_Of_Day,Day_Of_Week,Month,Trafficway_Type,Intersection,Light_Condition,Atmospheric_conditions,num_fatalities
California,11PM,Thursday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,8PM,Friday,January,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12AM,Friday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,8PM,Monday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,2AM,Sunday,October,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,6PM,Thursday,December,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,10PM,Friday,December,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,12AM,Wednesday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,4AM,Sunday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,7AM,Friday,December,Interstate,Not an Intersection,Daylight,Rain,1
California,1AM,Tuesday,May,Interstate,Not an Intersection,Dark – Lighted,Clear,2
California,10AM,Wednesday,November,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Tuesday,May,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Tuesday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,10PM,Monday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Sunday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3PM,Friday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Saturday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,8PM,Friday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,10PM,Saturday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,2
California,3AM,Sunday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,8PM,Saturday,July,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2AM,Sunday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,1AM,Friday,May,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,1AM,Saturday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,11PM,Thursday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3AM,Saturday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6AM,Sunday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11PM,Saturday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11AM,Thursday,September,Interstate,Not an Intersection,Daylight,Clear,3
California,12AM,Thursday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,10AM,Sunday,March,Interstate,Not an Intersection,Daylight,Clear,1
California,2AM,Saturday,January,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5AM,Saturday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,10PM,Wednesday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,8PM,Saturday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,4AM,Tuesday,March,Interstate,Four-Way Intersection,Dark – Lighted,Clear,1
California,12AM,Monday,December,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,9PM,Sunday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,4AM,Friday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Sunday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Wednesday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,8PM,Wednesday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12PM,Thursday,March,Interstate,Not an Intersection,Daylight,Clear,1
California,11PM,Wednesday,May,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Tuesday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,2AM,Friday,May,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Tuesday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,11AM,Thursday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Saturday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2AM,Friday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,10AM,Sunday,November,Interstate,Not an Intersection,Daylight,Clear,1
California,11AM,Friday,November,Interstate,Not an Intersection,Daylight,Clear,1
California,2PM,Friday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,4PM,Friday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Sunday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,1PM,Thursday,October,Interstate,Not an Intersection,Daylight,Clear,1
California,1PM,Saturday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,11PM,Friday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,10PM,Sunday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Wednesday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,5PM,Wednesday,March,Interstate,Not an Intersection,Dusk,Clear,1
California,12PM,Saturday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Friday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,6PM,Sunday,September,Interstate,Not an Intersection,Dusk,Clear,1
California,1PM,Sunday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,6PM,Sunday,September,Interstate,Four-Way Intersection,Daylight,Clear,1
California,5AM,Saturday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,2
California,6AM,Thursday,October,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Sunday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11AM,Monday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,4PM,Thursday,March,Interstate,Not an Intersection,Daylight,Clear,1
California,9PM,Sunday,May,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,1PM,Saturday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,9PM,Sunday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,2
California,11AM,Wednesday,May,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Thursday,June,Interstate,Not an Intersection,Dawn,Clear,1
California,10PM,Monday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,4PM,Thursday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Saturday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3PM,Tuesday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,4AM,Wednesday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11PM,Monday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,10AM,Monday,December,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Monday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,4AM,Sunday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11PM,Tuesday,March,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,9PM,Saturday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Saturday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6PM,Saturday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3PM,Friday,November,Interstate,Four-Way Intersection,Daylight,Clear,1
California,7AM,Monday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,5PM,Sunday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,4PM,Friday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,4PM,Monday,November,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Tuesday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11AM,Tuesday,January,Interstate,Not an Intersection,Daylight,Clear,1
California,7PM,Monday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5PM,Thursday,October,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Wednesday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,8AM,Saturday,December,Interstate,Not an Intersection,Daylight,"Fog, Smog, Smoke",1
California,9PM,Monday,November,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,10PM,Friday,July,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,3AM,Thursday,April,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,9PM,Thursday,October,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,6AM,Monday,January,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,1AM,Sunday,September,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,12PM,Monday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,12PM,Friday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Wednesday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3PM,Monday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,2AM,Thursday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,7PM,Wednesday,March,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12PM,Tuesday,December,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Thursday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,2AM,Monday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,10PM,Saturday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5AM,Sunday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3PM,Saturday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,4AM,Thursday,November,Interstate,Not an Intersection,Dark – Not Lighted,Severe Crosswinds,1
California,5AM,Wednesday,April,Interstate,Not an Intersection,Dawn,Cloudy,1
California,1AM,Monday,October,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,11PM,Wednesday,January,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,8PM,Thursday,May,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,12PM,Tuesday,September,Interstate,Not an Intersection,Daylight,Rain,1
California,5AM,Monday,May,Interstate,Not an Intersection,Dawn,Cloudy,1
California,12AM,Tuesday,April,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,2PM,Saturday,April,Interstate,Not an Intersection,Daylight,Cloudy,1
California,8PM,Sunday,January,Interstate,Not an Intersection,Dusk,Cloudy,1
California,5AM,Tuesday,March,Interstate,Not an Intersection,Dawn,Cloudy,1
California,8AM,Thursday,March,Interstate,Not an Intersection,Daylight,Cloudy,1
California,9PM,Wednesday,April,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,10AM,Friday,May,Interstate,Not an Intersection,Daylight,Cloudy,1
California,5AM,Saturday,December,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,1AM,Saturday,May,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,5AM,Friday,April,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,11AM,Wednesday,December,Interstate,Not an Intersection,Daylight,Cloudy,1
California,1PM,Tuesday,January,Interstate,Not an Intersection,Daylight,Cloudy,1
California,11PM,Wednesday,June,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,3AM,Tuesday,June,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,10PM,Tuesday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Wednesday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3AM,Thursday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12AM,Saturday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,7PM,Monday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,9AM,Wednesday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Wednesday,June,Interstate,Not an Intersection,Dawn,Clear,1
California,2AM,Tuesday,March,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6AM,Thursday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6AM,Thursday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,6AM,Tuesday,January,Interstate,Not an Intersection,Dawn,Clear,1
California,6AM,Thursday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,8PM,Saturday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12PM,Tuesday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,2AM,Monday,May,Interstate,Not an Intersection,Dark – Lighted,Clear,2
California,9AM,Wednesday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,2PM,Friday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,3PM,Wednesday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Friday,November,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,5AM,Thursday,December,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,6AM,Sunday,March,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,6AM,Sunday,March,Interstate,Not an Intersection,Dawn,Cloudy,1
California,3AM,Wednesday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6PM,Friday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Sunday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,2
California,7PM,Saturday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,7AM,Friday,March,Interstate,Not an Intersection,Daylight,Clear,1
California,9PM,Wednesday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Thursday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Monday,December,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Monday,June,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12AM,Sunday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,8PM,Tuesday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2AM,Friday,July,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5AM,Sunday,May,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3PM,Tuesday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,6AM,Tuesday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,8PM,Saturday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5AM,Sunday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,5AM,Thursday,August,Interstate,Not an Intersection,Dawn,Clear,1
California,1AM,Friday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,11AM,Sunday,January,Interstate,Not an Intersection,Daylight,Cloudy,1
California,5PM,Tuesday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,9AM,Tuesday,March,Interstate,Not an Intersection,Daylight,Clear,1
California,1PM,Monday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,7AM,Sunday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,7AM,Wednesday,September,Interstate,Not an Intersection,Daylight,Clear,2
California,8AM,Sunday,June,Interstate,Not an Intersection,Daylight,Cloudy,1
California,12PM,Tuesday,September,Interstate,Not an Intersection,Daylight,Cloudy,1
California,2AM,Saturday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,5AM,Sunday,July,Interstate,Not an Intersection,Dawn,Clear,1
California,6AM,Friday,August,Interstate,Not an Intersection,Dawn,Clear,1
California,7AM,Saturday,May,Interstate,Not an Intersection,Daylight,Cloudy,1
California,4AM,Sunday,May,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,4AM,Wednesday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12PM,Saturday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,10AM,Monday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,5PM,Saturday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,1PM,Saturday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,1AM,Saturday,April,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,6AM,Friday,May,Interstate,Not an Intersection,Dawn,Rain,1
California,11PM,Wednesday,December,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,11PM,Thursday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,4PM,Monday,January,Interstate,Not an Intersection,Daylight,Clear,1
California,2PM,Friday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,6PM,Sunday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,4PM,Saturday,November,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Saturday,March,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3AM,Sunday,August,Interstate,Not an Intersection,Dark – Lighted,Clear,2
California,4AM,Saturday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,10PM,Monday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,11PM,Wednesday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,7PM,Friday,May,Interstate,Not an Intersection,Dusk,Clear,1
California,2AM,Wednesday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5AM,Thursday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,8PM,Saturday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3PM,Monday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,3AM,Friday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,10PM,Tuesday,March,Interstate,Not an Intersection,Dark – Not Lighted,Clear,2
California,8PM,Sunday,December,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,4AM,Friday,July,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,9AM,Sunday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Saturday,December,Interstate,Not an Intersection,Dark – Not Lighted,Severe Crosswinds,1
California,3AM,Sunday,November,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,7PM,Monday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,11AM,Sunday,May,Interstate,Not an Intersection,Daylight,Clear,1
California,8AM,Wednesday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Sunday,July,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,8AM,Sunday,October,Interstate,Not an Intersection,Daylight,Cloudy,2
California,11AM,Friday,April,Interstate,Not an Intersection,Daylight,Rain,1
California,3PM,Tuesday,October,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Monday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3PM,Saturday,October,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Saturday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,1AM,Saturday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3PM,Friday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,2AM,Monday,May,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11PM,Saturday,May,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,4AM,Saturday,December,Interstate,Not an Intersection,Dark – Lighted,"Fog, Smog, Smoke",1
California,2AM,Tuesday,March,Interstate,Not an Intersection,Dark – Lighted,"Fog, Smog, Smoke",1
California,3PM,Sunday,March,Interstate,Not an Intersection,Daylight,Rain,1
California,12PM,Sunday,March,Interstate,Not an Intersection,Daylight,Rain,1
California,2AM,Saturday,January,Interstate,Not an Intersection,Dark – Lighted,Rain,1
California,1AM,Wednesday,October,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,12AM,Friday,June,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,3PM,Monday,September,Interstate,Not an Intersection,Daylight,Cloudy,1
California,3AM,Monday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,9PM,Friday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,2AM,Sunday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,11AM,Monday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,9AM,Monday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,6PM,Sunday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,3AM,Thursday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Saturday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,9PM,Sunday,December,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,6AM,Tuesday,February,Interstate,Not an Intersection,Dawn,Clear,1
California,3PM,Tuesday,January,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Tuesday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6PM,Wednesday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,4PM,Wednesday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,1PM,Friday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,5PM,Saturday,March,Interstate,Not an Intersection,Daylight,Cloudy,1
California,4AM,Sunday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,1AM,Thursday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Thursday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Wednesday,July,Interstate,Not an Intersection,Dawn,Severe Crosswinds,1
California,1PM,Sunday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,7AM,Friday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Friday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Saturday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Thursday,December,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12AM,Wednesday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,9PM,Saturday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,6AM,Sunday,August,Interstate,Not an Intersection,Dawn,Clear,1
California,10PM,Friday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12PM,Wednesday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,7AM,Friday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,5AM,Friday,December,Interstate,Not an Intersection,Dark – Not Lighted,Severe Crosswinds,1
California,6AM,Sunday,March,Interstate,Not an Intersection,Daylight,Rain,1
California,1AM,Sunday,October,Interstate,Not an Intersection,Dark – Lighted,Rain,1
California,12AM,Thursday,May,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,1AM,Saturday,October,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,4AM,Friday,August,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,1AM,Sunday,December,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,7PM,Wednesday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,6PM,Tuesday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2AM,Tuesday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,7PM,Friday,January,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Thursday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6PM,Monday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,9AM,Friday,June,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Saturday,May,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,5PM,Sunday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,11PM,Friday,April,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
California,7AM,Sunday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Sunday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,1AM,Sunday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2PM,Friday,April,Interstate,Not an Intersection,Daylight,Clear,1
California,3AM,Saturday,June,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,5PM,Saturday,December,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,6AM,Saturday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,10AM,Wednesday,January,Interstate,Not an Intersection,Daylight,Clear,1
California,12AM,Tuesday,July,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2AM,Monday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2AM,Sunday,November,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,3AM,Saturday,May,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
California,7PM,Sunday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,4AM,Monday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,6AM,Thursday,February,Interstate,Not an Intersection,Dawn,Clear,1
California,1PM,Tuesday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,10PM,Friday,August,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,2PM,Wednesday,August,Interstate,Not an Intersection,Daylight,Clear,1
California,11PM,Friday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,3AM,Sunday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,6AM,Saturday,March,Interstate,Not an Intersection,Daylight,Clear,1
California,4PM,Thursday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,8AM,Saturday,December,Interstate,Not an Intersection,Daylight,Severe Crosswinds,1
California,3AM,Thursday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,9AM,Thursday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,2AM,Monday,June,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,4AM,Thursday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,5AM,Thursday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Monday,January,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,6PM,Tuesday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,9AM,Sunday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,2AM,Saturday,November,Interstate,Four-Way Intersection,Dark – Lighted,Clear,1
California,12AM,Thursday,June,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,2AM,Sunday,January,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,11AM,Tuesday,September,Interstate,Not an Intersection,Daylight,Clear,1
California,11AM,Saturday,February,Interstate,Not an Intersection,Daylight,Clear,1
California,6AM,Friday,December,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,1PM,Saturday,December,Interstate,Not an Intersection,Daylight,Clear,1
California,9AM,Monday,November,Interstate,Not an Intersection,Daylight,Clear,1
California,7AM,Saturday,July,Interstate,Not an Intersection,Daylight,Clear,1
California,3AM,Wednesday,July,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12AM,Friday,January,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
California,12AM,Tuesday,December,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3PM,Monday,May,Interstate,Not an Intersection,Daylight,Cloudy,1
California,12AM,Tuesday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,3AM,Thursday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
California,12AM,Friday,December,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
California,3PM,Saturday,May,Principal Arterial – Other,Not an Intersection,Daylight,Clear,2
California,1PM,Sunday,June,Principal Arterial – Other,Not an Intersection,Daylight,Clear,2
